-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1981 through 04/23/2020 
Location: Latitude  47.3929   Longitude -124.3132 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 107.92 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
ALLSKY_SFC_LW_DWN SRB/FLASHFlux 1/2x1/2 Downward Thermal Infrared (Longwave) Radiative Flux (kW-hr/m^2/day) 
T2MDEW MERRA2 1/2x1/2 Dew/Frost Point at 2 Meters (C) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (kg kg-1) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,PS,QV2M,T2M_RANGE,TS,T2MDEW,T2M,WS50M,WS10M,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN
47.39291,-124.31319,1995,08,17,    1.68,  100.25,  0.008333,    3.66,   12.90,   11.25,   13.09,    3.17,    2.07,              8.34,              5.96,              7.13
47.39291,-124.31319,1995,08,18,    5.97,  100.79,  0.009005,    3.66,   13.58,   12.50,   13.82,    5.75,    4.05,              8.18,              2.63,              7.06
47.39291,-124.31319,1995,08,19,    0.88,  100.71,  0.009344,    4.32,   14.95,   13.07,   15.10,    3.42,    2.18,              8.88,              4.79,              7.09
47.39291,-124.31319,1995,08,20,    0.02,  100.20,  0.009279,    5.97,   15.33,   12.85,   15.27,    3.03,    2.21,              8.18,              6.26,              6.87
47.39291,-124.31319,1995,08,21,    0.18,  100.47,  0.009657,    4.86,   14.96,   13.50,   15.26,    3.18,    2.16,              8.41,              4.47,              6.62
47.39291,-124.31319,1995,08,22,    0.22,  100.63,  0.009697,    5.75,   15.40,   13.58,   15.61,    3.35,    2.51,              8.36,              5.67,              6.75
47.39291,-124.31319,1995,08,23,    0.05,  100.45,  0.008739,    3.96,   14.37,   11.97,   14.24,    4.67,    3.41,              8.34,              5.00,              6.72
47.39291,-124.31319,1995,08,24,    0.22,  100.71,  0.008348,    5.13,   14.28,   11.33,   14.09,    4.63,    3.45,              7.70,              6.16,              6.66
47.39291,-124.31319,1995,08,25,    0.12,  100.36,  0.008305,    5.63,   13.97,   11.17,   13.65,    4.06,    3.06,              7.78,              5.07,              6.67
47.39291,-124.31319,1995,08,26,    1.00,  100.39,  0.008935,    3.77,   13.57,   12.31,   13.91,    4.40,    3.02,              8.34,              3.81,              6.70
47.39291,-124.31319,1995,08,27,    0.54,  100.36,  0.009268,    4.12,   14.08,   12.87,   14.32,    2.41,    1.72,              8.43,              4.39,              6.50
47.39291,-124.31319,1995,08,28,    1.89,  100.21,  0.009001,    4.25,   14.29,   12.42,   14.51,    1.68,    1.30,              8.32,              3.42,              6.54
47.39291,-124.31319,1995,08,29,    0.77,  100.53,  0.009071,    5.58,   15.48,   12.56,   15.49,    1.64,    1.28,              8.59,              5.41,              6.32
47.39291,-124.31319,1995,08,30,    0.01,  100.67,  0.009302,    5.78,   15.56,   12.95,   15.72,    2.66,    1.99,              7.88,              6.12,              6.38
47.39291,-124.31319,1995,08,31,    0.00,  100.31,  0.009238,    7.54,   16.10,   12.75,   16.70,    4.31,    2.93,              7.46,              6.25,              6.47
47.39291,-124.31319,1995,09,01,    0.00,  100.01,  0.009058,    7.66,   16.53,   12.26,   17.82,    2.46,    1.78,              7.70,              6.51,              6.57
47.39291,-124.31319,1995,09,02,    0.14,  100.06,  0.009706,    5.80,   16.15,   13.45,   16.88,    1.56,    1.25,              8.00,              4.87,              5.97
47.39291,-124.31319,1995,09,03,    5.20,  100.13,  0.009744,    4.94,   15.37,   13.59,   15.43,    2.68,    2.09,              8.54,              2.91,              6.24
47.39291,-124.31319,1995,09,04,    5.43,  100.35,  0.009696,    2.92,   14.64,   13.57,   14.86,    4.44,    2.90,              8.99,              2.67,              6.17
47.39291,-124.31319,1995,09,05,    5.50,  100.78,  0.009809,    3.71,   14.73,   13.80,   14.93,    3.76,    2.48,              8.77,              4.80,              6.19
47.39291,-124.31319,1995,09,06,    3.68,  100.94,  0.009804,    3.92,   14.87,   13.78,   15.22,    2.50,    1.75,              8.50,              4.56,              6.09
47.39291,-124.31319,1995,09,07,    0.09,  100.71,  0.009749,    5.35,   15.17,   13.68,   15.10,    4.27,    3.17,              8.19,              4.02,              5.96
47.39291,-124.31319,1995,09,08,    0.10,  100.58,  0.009836,    5.47,   15.48,   13.81,   15.39,    4.19,    3.28,              8.47,              3.55,              5.98
47.39291,-124.31319,1995,09,09,    0.03,  100.13,  0.010025,    5.68,   15.88,   14.00,   16.07,    3.49,    2.86,              8.16,              4.04,              5.57
47.39291,-124.31319,1995,09,10,    0.08,  100.38,  0.010137,    5.02,   15.85,   14.26,   15.88,    3.50,    2.74,              8.21,              4.32,              5.68
47.39291,-124.31319,1995,09,11,    0.03,  100.81,  0.009740,    5.39,   15.44,   13.68,   15.37,    3.33,    2.29,              8.02,              5.37,              5.77
47.39291,-124.31319,1995,09,12,    0.05,  100.86,  0.010187,    5.00,   15.83,   14.38,   15.98,    4.47,    3.28,              8.07,              4.02,              5.44
47.39291,-124.31319,1995,09,13,    0.01,  100.60,  0.010192,    5.16,   15.80,   14.31,   16.55,    2.46,    1.72,              8.10,              5.05,              5.59
47.39291,-124.31319,1995,09,14,    0.01,  100.09,  0.010523,    7.12,   17.12,   14.65,   18.59,    2.04,    1.44,              8.01,              5.22,              5.43
47.39291,-124.31319,1995,09,15,    0.07,   99.88,  0.010541,    5.52,   16.31,   14.74,   17.02,    1.72,    1.38,              8.10,              4.06,              5.46
47.39291,-124.31319,1995,09,16,    0.53,  100.09,  0.010039,    5.26,   15.76,   14.05,   15.57,    3.34,    2.68,              8.02,              2.70,              5.29
47.39291,-124.31319,1995,09,17,    0.54,  100.69,  0.009842,    3.20,   15.37,   13.85,   15.31,    3.21,    2.29,              8.16,              2.97,              5.45
47.39291,-124.31319,1995,09,18,    0.08,  100.95,  0.009639,    4.64,   15.46,   13.58,   15.31,    3.62,    2.61,              8.26,              4.90,              5.14
47.39291,-124.31319,1995,09,19,    0.05,  100.89,  0.010171,    4.92,   15.78,   14.36,   15.86,    4.32,    2.95,              8.72,              3.41,              5.27
47.39291,-124.31319,1995,09,20,    0.02,  100.95,  0.009519,    5.57,   15.39,   13.32,   16.10,    5.07,    3.04,              8.73,              4.01,              5.37
47.39291,-124.31319,1995,09,21,    0.00,  100.76,  0.007740,    7.59,   14.91,   10.06,   15.49,    5.83,    3.80,              8.87,              4.48,              5.40
47.39291,-124.31319,1995,09,22,    0.00,  100.08,  0.006829,   12.97,   15.19,    7.84,   16.87,    3.51,    2.49,              7.15,              5.33,              5.34
47.39291,-124.31319,1995,09,23,    0.10,  100.12,  0.008670,    6.58,   14.07,   11.68,   14.54,    4.14,    3.13,              7.66,              4.39,              5.10
47.39291,-124.31319,1995,09,24,    1.69,  100.03,  0.009699,    5.32,   14.41,   13.46,   14.74,    4.85,    3.40,              8.05,              2.18,              4.99
47.39291,-124.31319,1995,09,25,    4.09,   99.96,  0.009727,    3.33,   14.48,   13.55,   14.76,    4.50,    2.90,              8.66,              3.41,              4.88
47.39291,-124.31319,1995,09,26,   25.28,   99.26,  0.009793,    2.02,   14.12,   13.55,   14.38,    6.70,    4.66,              8.58,              2.14,              4.84
47.39291,-124.31319,1995,09,27,   13.66,   99.25,  0.010022,    1.92,   14.15,   13.91,   14.53,    6.36,    4.06,              8.75,              2.53,              4.77
47.39291,-124.31319,1995,09,28,    7.66,   99.85,  0.009065,    2.06,   13.76,   12.46,   13.85,    4.58,    3.07,              8.60,              2.81,              4.58
47.39291,-124.31319,1995,09,29,   12.90,  100.35,  0.009468,    2.22,   13.80,   13.19,   13.88,    4.98,    3.47,              8.57,              2.50,              4.70
47.39291,-124.31319,1995,09,30,    4.12,  100.72,  0.008085,    2.37,   13.42,   10.78,   13.60,    7.35,    5.27,              8.49,              3.95,              4.69
47.39291,-124.31319,1995,10,01,    2.80,  101.19,  0.008243,    4.02,   13.37,   11.21,   13.40,    3.55,    2.71,              8.03,              1.35,              4.38
47.39291,-124.31319,1995,10,02,   13.43,  100.51,  0.009771,    2.62,   13.98,   13.69,   14.18,    5.73,    3.89,              8.65,              1.90,              4.39
47.39291,-124.31319,1995,10,03,    1.70,  100.39,  0.007751,    2.63,   13.08,   10.18,   12.91,    8.70,    6.54,              8.02,              4.07,              4.59
47.39291,-124.31319,1995,10,04,    0.25,  101.12,  0.007606,    3.96,   12.97,   10.00,   12.76,    3.41,    2.61,              7.25,              3.87,              4.43
47.39291,-124.31319,1995,10,05,    2.19,  100.31,  0.007476,    4.23,   12.24,    9.56,   11.86,    3.83,    2.87,              7.89,              1.93,              4.31
47.39291,-124.31319,1995,10,06,    3.21,  100.23,  0.008156,    2.76,   12.28,   10.90,   12.19,    4.31,    3.14,              7.80,              3.17,              4.30
47.39291,-124.31319,1995,10,07,    2.82,  100.40,  0.008214,    2.31,   12.44,   11.06,   12.49,    3.33,    2.52,              7.77,              2.32,              4.19
47.39291,-124.31319,1995,10,08,    7.88,  100.32,  0.007913,    2.59,   12.59,   10.49,   12.47,    4.39,    3.18,              7.99,              3.35,              4.10
47.39291,-124.31319,1995,10,09,   29.91,  100.11,  0.008880,    2.34,   13.01,   12.18,   12.99,    8.09,    6.05,              8.29,              1.23,              4.02
47.39291,-124.31319,1995,10,10,   47.71,   99.59,  0.009060,    2.05,   13.13,   12.42,   13.21,    5.69,    4.08,              8.21,              2.27,              4.02
47.39291,-124.31319,1995,10,11,    8.66,   99.67,  0.007468,    2.30,   11.95,    9.50,   11.73,    6.28,    4.66,              8.02,              2.38,              3.93
47.39291,-124.31319,1995,10,12,    1.43,  101.25,  0.006672,    3.43,   11.56,    8.08,   11.39,    4.68,    3.53,              7.69,              3.18,              3.88
47.39291,-124.31319,1995,10,13,    0.67,  101.25,  0.007309,    4.71,   11.93,    9.38,   11.64,    4.89,    3.95,              8.29,              1.41,              3.76
47.39291,-124.31319,1995,10,14,    0.84,  100.67,  0.008757,    3.71,   13.26,   11.99,   13.61,    2.09,    1.51,              8.49,              2.95,              3.75
47.39291,-124.31319,1995,10,15,   11.62,   99.86,  0.009133,    2.87,   12.98,   12.54,   13.36,    5.30,    3.95,              7.94,              1.47,              3.68
47.39291,-124.31319,1995,10,16,   10.82,  100.14,  0.008136,    2.08,   12.82,   10.86,   12.78,    5.18,    3.80,              8.11,              2.83,              3.72
47.39291,-124.31319,1995,10,17,   23.55,  100.05,  0.007370,    3.28,   12.17,    9.17,   12.11,    8.55,    6.32,              8.16,              2.48,              3.55
47.39291,-124.31319,1995,10,18,    0.23,  101.42,  0.006106,    4.77,   11.22,    6.81,   11.15,    4.58,    3.29,              7.15,              3.50,              3.70
47.39291,-124.31319,1995,10,19,    4.78,  100.82,  0.006483,    6.42,   11.49,    7.38,   11.01,    6.85,    5.16,              7.52,              1.72,              3.52
47.39291,-124.31319,1995,10,20,   11.31,  100.79,  0.007581,    3.15,   11.98,    9.89,   11.91,    5.36,    3.86,              7.93,              2.79,              3.44
47.39291,-124.31319,1995,10,21,    4.25,  101.05,  0.006704,    2.60,   10.89,    8.15,   10.47,    6.24,    4.74,              7.68,              2.81,              3.48
47.39291,-124.31319,1995,10,22,    1.82,  101.17,  0.006331,    1.86,    9.79,    7.27,    9.09,    3.45,    2.75,              7.56,              1.99,              3.34
47.39291,-124.31319,1995,10,23,    2.10,  100.51,  0.006750,    3.33,    9.88,    8.05,    9.47,    4.50,    3.42,              7.90,              2.04,              3.35
47.39291,-124.31319,1995,10,24,   11.72,  100.67,  0.006480,    2.47,    9.89,    7.57,    9.56,    2.82,    2.26,              7.81,              2.43,              3.21
47.39291,-124.31319,1995,10,25,   31.65,   99.69,  0.007860,    4.84,   11.15,   10.18,   11.09,   10.18,    7.59,              7.85,              0.93,              3.11
47.39291,-124.31319,1995,10,26,    0.99,  100.66,  0.006461,    2.92,   10.42,    7.55,   10.50,    5.35,    3.83,              8.11,              1.80,              3.17
47.39291,-124.31319,1995,10,27,    0.07,  101.00,  0.005881,    4.58,    9.56,    6.18,    9.97,    2.07,    1.62,              8.12,              1.78,              3.06
47.39291,-124.31319,1995,10,28,    0.01,  100.73,  0.005967,    5.39,    9.40,    6.31,    9.14,    3.45,    2.64,              8.05,              2.01,              2.99
47.39291,-124.31319,1995,10,29,    0.00,  100.76,  0.005047,    6.13,    8.81,    3.94,    7.79,    4.82,    3.56,              6.98,              2.99,              3.13
47.39291,-124.31319,1995,10,30,    0.00,  100.54,  0.004460,    6.46,    8.20,    2.11,    7.46,    4.19,    3.17,              7.24,              2.73,              3.12
47.39291,-124.31319,1995,10,31,    0.00,  100.49,  0.004213,    7.58,    7.64,    1.34,    6.53,    3.76,    2.71,              6.34,              2.99,              3.02
47.39291,-124.31319,1995,11,01,    0.00,  101.02,  0.004074,    6.69,    7.12,    0.92,    6.42,    4.10,    3.05,              6.24,              2.97,              2.98
47.39291,-124.31319,1995,11,02,    0.02,  101.42,  0.004424,    4.95,    6.25,    1.91,    6.52,    2.79,    2.19,              6.90,              2.46,              2.84
47.39291,-124.31319,1995,11,03,    0.02,  101.43,  0.004674,    7.72,    6.78,    2.87,    6.79,    2.46,    1.77,              6.79,              2.76,              2.83
47.39291,-124.31319,1995,11,04,   12.71,   99.94,  0.005476,    4.44,    7.41,    4.87,    7.20,    6.61,    4.89,              7.31,              1.10,              2.71
47.39291,-124.31319,1995,11,05,    6.52,   99.98,  0.005749,    1.74,    8.05,    5.75,    7.79,    7.04,    5.29,              7.77,              1.24,              2.70
47.39291,-124.31319,1995,11,06,   22.46,  100.35,  0.005458,    2.52,    7.46,    5.00,    7.19,    4.93,    3.86,              7.59,              1.22,              2.63
47.39291,-124.31319,1995,11,07,   38.78,   99.76,  0.008342,    4.72,   10.70,   11.15,   11.50,   10.13,    6.95,              7.82,              0.78,              2.53
47.39291,-124.31319,1995,11,08,   27.78,   99.39,  0.007220,    4.17,   10.36,    8.71,   10.71,   10.53,    7.67,              8.07,              1.33,              2.55
47.39291,-124.31319,1995,11,09,    6.64,  100.22,  0.005302,    1.68,    8.51,    4.65,    7.73,    6.77,    5.08,              7.66,              1.56,              2.54
47.39291,-124.31319,1995,11,10,   44.38,   99.74,  0.006520,    6.09,    8.83,    7.16,    8.62,    8.71,    6.52,              7.69,              0.73,              2.40
47.39291,-124.31319,1995,11,11,   12.17,   99.77,  0.007191,    3.19,    9.85,    8.96,   10.33,    6.45,    4.07,              8.19,              1.12,              2.44
47.39291,-124.31319,1995,11,12,   14.64,  100.51,  0.006899,    2.04,    9.18,    8.48,    9.30,    5.85,    4.16,              7.49,              0.89,              2.34
47.39291,-124.31319,1995,11,13,    8.22,  100.55,  0.008060,    4.45,   10.47,   10.74,   11.02,    6.30,    4.00,              8.10,              0.67,              2.28
47.39291,-124.31319,1995,11,14,    4.95,  100.27,  0.008305,    2.59,   10.70,   11.21,   11.48,    5.24,    3.12,              8.46,              1.54,              2.27
47.39291,-124.31319,1995,11,15,   11.63,   99.97,  0.007782,    2.21,   10.12,   10.17,   10.78,    5.84,    3.67,              8.25,              1.15,              2.24
47.39291,-124.31319,1995,11,16,    9.41,  100.43,  0.007806,    3.31,   10.16,   10.26,   10.78,    7.55,    5.12,              7.92,              0.78,              2.19
47.39291,-124.31319,1995,11,17,   23.91,   99.38,  0.008375,    2.30,   11.04,   11.22,   12.12,   12.65,    8.93,              8.13,              0.72,              2.12
47.39291,-124.31319,1995,11,18,    1.36,  100.75,  0.006800,    2.66,    9.33,    8.29,    9.92,    5.04,    3.18,              7.68,              1.36,              2.20
47.39291,-124.31319,1995,11,19,    0.21,  100.94,  0.006010,    4.70,    8.68,    6.50,    8.49,    4.87,    3.60,              7.05,              1.82,              2.21
47.39291,-124.31319,1995,11,20,    0.20,  100.35,  0.005817,    3.87,    8.81,    5.91,    8.63,    6.33,    4.75,              7.73,              1.52,              2.13
47.39291,-124.31319,1995,11,21,   10.45,  100.01,  0.006938,    2.18,    9.68,    8.42,    9.80,    6.81,    4.90,              8.42,              0.82,              2.01
47.39291,-124.31319,1995,11,22,   10.74,  100.50,  0.008412,    1.73,   11.24,   11.45,   11.83,    7.60,    4.96,              8.39,              0.94,              2.02
47.39291,-124.31319,1995,11,23,   31.88,  100.11,  0.008695,    1.00,   11.65,   11.90,   12.34,    9.00,    5.99,              8.18,              0.80,              1.77
47.39291,-124.31319,1995,11,24,   11.22,   99.77,  0.008553,    1.74,   11.40,   11.59,   12.00,    8.30,    5.54,              8.17,              0.49,              1.94
47.39291,-124.31319,1995,11,25,    7.44,   99.78,  0.007030,    1.72,   10.04,    8.66,   10.21,    7.27,    5.22,              7.46,              1.49,              1.89
47.39291,-124.31319,1995,11,26,   10.06,  100.81,  0.006185,    0.99,    9.14,    6.95,    8.79,    5.64,    4.19,              7.51,              1.09,              1.93
47.39291,-124.31319,1995,11,27,   56.53,  100.13,  0.007371,    3.83,    9.86,    9.26,    9.88,    8.18,    6.03,              7.69,              0.45,              1.82
47.39291,-124.31319,1995,11,28,   31.80,   99.72,  0.008548,    1.43,   11.38,   11.58,   11.96,   10.28,    7.31,              8.00,              0.42,              1.78
47.39291,-124.31319,1995,11,29,   44.79,   99.14,  0.008231,    2.26,   11.30,   10.85,   11.88,   11.59,    8.33,              8.05,              0.74,              1.81
47.39291,-124.31319,1995,11,30,   11.05,   99.31,  0.006779,    2.14,    9.75,    8.07,    9.55,    6.40,    4.74,              7.63,              0.85,              1.84
47.39291,-124.31319,1995,12,01,    8.55,   99.37,  0.005719,    1.94,    8.42,    5.59,    7.73,    7.51,    5.76,              7.56,              0.95,              1.79
47.39291,-124.31319,1995,12,02,    4.84,  100.41,  0.004956,    1.09,    7.70,    3.71,    6.93,    6.94,    5.23,              7.34,              1.25,              1.59
47.39291,-124.31319,1995,12,03,   21.97,   99.44,  0.005566,    3.00,    7.46,    5.11,    6.54,    9.20,    7.10,              7.50,              0.55,              1.75
47.39291,-124.31319,1995,12,04,    1.64,  100.72,  0.004115,    1.30,    6.22,    1.15,    5.42,    5.95,    4.53,              7.27,              1.32,              1.77
47.39291,-124.31319,1995,12,05,    0.27,  100.88,  0.003799,    3.42,    4.69,    0.00,    3.34,    4.29,    3.30,              7.06,              1.59,              1.85
47.39291,-124.31319,1995,12,06,    0.28,  101.03,  0.003404,    4.80,    4.00,   -1.53,    3.14,    3.07,    2.40,              6.49,              1.20,              1.76
47.39291,-124.31319,1995,12,07,    0.50,  101.11,  0.003846,    3.53,    4.86,    0.14,    3.92,    5.18,    4.01,              7.37,              1.36,              1.68
47.39291,-124.31319,1995,12,08,    8.76,  101.03,  0.003208,    2.90,    3.95,   -2.32,    1.55,    6.76,    5.43,              7.02,              1.36,              1.74
47.39291,-124.31319,1995,12,09,   35.00,   99.92,  0.005536,    8.81,    6.27,    4.52,    5.60,    9.73,    7.21,              7.64,              0.50,              1.62
47.39291,-124.31319,1995,12,10,   47.62,   98.40,  0.007728,    1.09,    9.33,    9.78,   10.34,   11.23,    7.56,              8.04,              0.85,              1.64
47.39291,-124.31319,1995,12,11,   21.64,   98.11,  0.007519,    0.88,    9.83,    9.41,   10.36,    9.40,    6.56,              7.85,              0.51,              1.64
47.39291,-124.31319,1995,12,12,   44.28,   96.04,  0.007477,    3.63,    9.90,    8.94,   10.15,   12.94,    9.57,              8.27,              0.66,              1.59
47.39291,-124.31319,1995,12,13,   19.12,   98.94,  0.006717,    0.73,    9.36,    7.88,    9.38,    8.90,    6.58,              7.63,              1.15,              1.60
47.39291,-124.31319,1995,12,14,   26.60,   99.16,  0.006501,    2.97,    9.29,    7.39,    9.18,   11.41,    8.51,              7.47,              0.62,              1.55
47.39291,-124.31319,1995,12,15,    5.30,  100.43,  0.006112,    2.53,    8.63,    6.67,    8.75,    5.16,    3.85,              7.50,              0.97,              1.42
47.39291,-124.31319,1995,12,16,    7.80,  100.69,  0.005946,    0.94,    8.16,    6.33,    7.37,    7.82,    6.14,              7.82,              0.71,              1.61
47.39291,-124.31319,1995,12,17,   18.25,   99.91,  0.005661,    1.35,    7.92,    5.50,    6.86,   10.38,    8.21,              7.71,              0.42,              1.57
47.39291,-124.31319,1995,12,18,    6.15,  100.18,  0.006264,    2.16,    8.19,    6.96,    7.72,    4.82,    3.74,              7.94,              0.72,              1.59
47.39291,-124.31319,1995,12,19,    1.94,  100.69,  0.006021,    1.55,    8.02,    6.49,    7.17,    4.86,    3.86,              7.91,              0.71,              1.58
47.39291,-124.31319,1995,12,20,    0.58,  100.85,  0.005727,    2.77,    7.69,    5.78,    6.62,    4.86,    3.85,              7.75,              1.03,              1.58
47.39291,-124.31319,1995,12,21,    0.06,  100.38,  0.004889,    3.98,    7.48,    3.45,    6.37,    8.59,    6.79,              7.55,              0.99,              1.59
47.39291,-124.31319,1995,12,22,    0.01,  100.53,  0.004378,    4.67,    6.74,    1.88,    5.32,    7.11,    5.60,              7.40,              1.62,              1.67
47.39291,-124.31319,1995,12,23,    0.01,  100.63,  0.004094,    4.85,    6.06,    0.91,    4.43,    7.09,    5.51,              6.46,              1.66,              1.67
47.39291,-124.31319,1995,12,24,    0.00,  100.94,  0.003914,    4.77,    5.71,    0.35,    4.15,    6.09,    4.67,              6.47,              1.61,              1.68
47.39291,-124.31319,1995,12,25,    0.04,  101.04,  0.003839,    4.42,    5.84,    0.02,    3.79,    6.89,    5.45,              6.48,              1.46,              1.63
47.39291,-124.31319,1995,12,26,    0.84,  100.94,  0.004171,    3.25,    6.52,    1.23,    4.99,    7.82,    6.18,              7.45,              0.86,              1.59
47.39291,-124.31319,1995,12,27,    5.34,  100.52,  0.005053,    2.85,    7.09,    3.96,    5.72,    7.64,    6.16,              7.96,              0.63,              1.58
47.39291,-124.31319,1995,12,28,   34.06,  100.03,  0.005845,    3.91,    7.22,    5.87,    6.56,    9.46,    7.37,              7.98,              0.44,              1.58
47.39291,-124.31319,1995,12,29,   13.69,   99.40,  0.007350,    1.37,    9.05,    9.21,    9.51,    5.89,    3.71,              8.05,              0.45,              1.60
47.39291,-124.31319,1995,12,30,   10.23,   99.40,  0.007161,    1.88,    9.19,    8.87,    9.51,    7.27,    5.11,              8.02,              0.62,              1.63
47.39291,-124.31319,1995,12,31,    3.23,  101.06,  0.006494,    2.04,    8.47,    7.69,    8.68,    4.11,    2.79,              8.01,              1.02,              1.64
47.39291,-124.31319,1996,01,01,    6.41,  101.34,  0.006391,    0.89,    8.15,    7.49,    8.03,    4.83,    3.72,              8.19,              0.51,              1.60
47.39291,-124.31319,1996,01,02,   14.34,   99.98,  0.007191,    1.91,    9.20,    9.03,    9.46,    8.03,    5.79,              8.10,              0.55,              1.64
47.39291,-124.31319,1996,01,03,    3.86,   99.60,  0.005828,    2.40,    8.08,    5.89,    7.78,    8.16,    6.23,              7.43,              1.22,              1.40
47.39291,-124.31319,1996,01,04,    3.69,  100.18,  0.004594,    1.50,    6.59,    2.60,    5.90,    5.10,    3.80,              6.95,              0.58,              1.72
47.39291,-124.31319,1996,01,05,   26.06,  100.27,  0.005063,    2.57,    6.33,    3.88,    4.89,    7.78,    6.26,              7.50,              0.59,              1.66
47.39291,-124.31319,1996,01,06,   27.80,   99.90,  0.007622,    3.79,    9.75,    9.82,   10.39,   11.01,    7.75,              7.96,              0.41,              1.65
47.39291,-124.31319,1996,01,07,   10.72,   99.93,  0.007573,    2.32,    9.76,    9.76,   10.22,    7.13,    4.82,              7.72,              1.62,              1.74
47.39291,-124.31319,1996,01,08,    3.49,  100.33,  0.007076,    1.56,    9.18,    8.82,    9.30,    6.12,    4.55,              7.44,              0.90,              1.59
47.39291,-124.31319,1996,01,09,    5.36,  100.32,  0.006273,    1.42,    8.64,    7.03,    8.47,    5.74,    4.27,              7.74,              1.56,              1.76
47.39291,-124.31319,1996,01,10,    2.73,  101.50,  0.006348,    1.31,    8.88,    7.41,    8.75,    6.95,    5.26,              7.47,              0.53,              1.76
47.39291,-124.31319,1996,01,11,    0.26,  101.31,  0.006306,    2.93,    8.25,    7.26,    8.31,    4.29,    3.49,              7.58,              0.88,              1.84
47.39291,-124.31319,1996,01,12,    2.23,  100.59,  0.005673,    2.52,    6.92,    5.50,    7.09,    3.43,    2.74,              7.19,              1.05,              1.75
47.39291,-124.31319,1996,01,13,   37.47,  100.15,  0.007028,    1.90,    9.09,    8.68,    9.07,    6.83,    5.07,              7.75,              0.57,              1.81
47.39291,-124.31319,1996,01,14,   30.28,   99.40,  0.007540,    1.08,    9.87,    9.65,   10.24,   10.12,    7.32,              7.88,              0.70,              1.83
47.39291,-124.31319,1996,01,15,   15.92,   98.88,  0.006858,    4.99,    9.22,    8.05,    9.31,   10.09,    7.38,              7.81,              1.13,              1.73
47.39291,-124.31319,1996,01,16,    2.32,   99.48,  0.004493,    1.74,    6.48,    2.19,    5.16,    5.76,    4.35,              7.41,              1.21,              1.96
47.39291,-124.31319,1996,01,17,    1.36,  100.42,  0.004060,    2.67,    5.70,    0.88,    4.29,    3.22,    2.48,              7.08,              1.12,              2.06
47.39291,-124.31319,1996,01,18,   15.76,   98.66,  0.004254,    1.95,    5.19,    1.24,    2.95,    8.78,    7.01,              7.19,              0.86,              1.99
47.39291,-124.31319,1996,01,19,    3.85,   99.26,  0.004322,    3.48,    5.49,    1.56,    3.95,    5.04,    3.82,              7.11,              1.29,              2.04
47.39291,-124.31319,1996,01,20,   28.81,   98.53,  0.005625,    3.31,    6.86,    5.11,    6.18,    7.81,    5.93,              7.15,              0.97,              1.99
47.39291,-124.31319,1996,01,21,    6.48,   99.54,  0.004493,    1.91,    5.63,    2.13,    4.90,    5.38,    4.38,              7.63,              1.14,              1.95
47.39291,-124.31319,1996,01,22,   12.73,  100.21,  0.004484,    1.77,    5.54,    2.19,    4.73,    6.32,    4.87,              7.26,              1.10,              2.03
47.39291,-124.31319,1996,01,23,   10.34,   99.51,  0.004799,    1.84,    5.93,    3.10,    4.57,    5.13,    3.93,              7.29,              1.12,              2.16
47.39291,-124.31319,1996,01,24,    4.49,   99.35,  0.004320,    1.39,    5.02,    1.61,    3.43,    2.83,    2.16,              7.12,              1.49,              2.06
47.39291,-124.31319,1996,01,25,    3.73,  100.21,  0.003937,    2.34,    4.01,    0.38,    2.88,    3.91,    3.05,              7.05,              1.67,              2.25
47.39291,-124.31319,1996,01,26,    1.07,  100.29,  0.004002,    1.16,    4.38,    0.66,    3.11,    3.88,    3.10,              7.06,              1.35,              2.32
47.39291,-124.31319,1996,01,27,    3.96,   99.08,  0.003673,    2.65,    4.26,   -0.71,    2.74,    5.77,    4.50,              6.99,              2.02,              2.33
47.39291,-124.31319,1996,01,28,    5.47,   99.70,  0.003685,    3.61,    4.22,   -0.67,    2.07,    6.92,    5.51,              7.13,              1.24,              2.42
