-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1981 through 04/23/2020 
Location: Latitude  47.3929   Longitude -124.3132 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 107.92 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
ALLSKY_SFC_LW_DWN SRB/FLASHFlux 1/2x1/2 Downward Thermal Infrared (Longwave) Radiative Flux (kW-hr/m^2/day) 
T2MDEW MERRA2 1/2x1/2 Dew/Frost Point at 2 Meters (C) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (kg kg-1) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,PS,QV2M,T2M_RANGE,TS,T2MDEW,T2M,WS50M,WS10M,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN
47.39291,-124.31319,1989,10,03,    0.48,  100.72,  0.006340,    4.72,   10.26,    7.05,   11.07,    1.74,    1.39,              6.98,              3.29,              4.24
47.39291,-124.31319,1989,10,04,    6.70,  100.55,  0.008236,    4.26,   11.40,   11.07,   11.72,    4.00,    2.62,              8.35,              1.38,              4.29
47.39291,-124.31319,1989,10,05,    0.67,  100.47,  0.008490,    5.63,   12.58,   11.53,   13.26,    2.02,    1.22,              8.64,              2.28,              4.26
47.39291,-124.31319,1989,10,06,    0.08,  100.80,  0.008064,    6.68,   12.04,   10.82,   12.67,    2.53,    1.68,              8.17,              3.29,              4.21
47.39291,-124.31319,1989,10,07,    0.53,  101.19,  0.008281,    2.57,   11.36,   11.31,   12.13,    2.73,    1.78,              8.03,              1.78,              4.14
47.39291,-124.31319,1989,10,08,    0.32,  101.07,  0.008308,    4.83,   11.88,   11.33,   12.97,    1.71,    1.15,              8.53,              2.45,              3.93
47.39291,-124.31319,1989,10,09,    1.01,  100.85,  0.008523,    4.64,   12.32,   11.66,   13.08,    2.06,    1.28,              7.78,              3.06,              3.97
47.39291,-124.31319,1989,10,10,    5.83,  100.43,  0.007804,    2.00,   11.91,   10.30,   11.87,    5.20,    3.65,              8.25,              2.84,              4.09
47.39291,-124.31319,1989,10,11,   16.47,  100.29,  0.008652,    1.86,   12.28,   11.83,   12.54,    7.80,    5.59,              8.14,              1.06,              3.89
47.39291,-124.31319,1989,10,12,    9.44,  100.21,  0.008712,    1.95,   12.20,   11.91,   12.58,    4.40,    2.64,              8.01,              2.19,              3.91
47.39291,-124.31319,1989,10,13,    2.36,  100.63,  0.007685,    4.37,   11.35,   10.05,   11.61,    4.38,    2.59,              8.10,              3.21,              3.78
47.39291,-124.31319,1989,10,14,    0.20,  101.08,  0.006264,    5.11,   10.14,    7.09,    9.99,    4.65,    3.53,              6.89,              3.81,              3.92
47.39291,-124.31319,1989,10,15,    0.04,  100.87,  0.005548,    7.10,    9.27,    5.28,    9.09,    2.93,    2.22,              7.01,              3.47,              3.79
47.39291,-124.31319,1989,10,16,    0.70,  100.73,  0.005756,    5.99,    9.82,    5.74,    9.69,    4.65,    3.40,              7.50,              2.66,              3.69
47.39291,-124.31319,1989,10,17,    1.20,  100.57,  0.006669,    5.31,   11.68,    7.86,   12.02,    6.28,    4.33,              8.47,              1.94,              3.52
47.39291,-124.31319,1989,10,18,    4.91,  100.70,  0.008117,    3.03,   11.60,   10.90,   11.85,    5.08,    3.45,              8.49,              1.96,              3.53
47.39291,-124.31319,1989,10,19,    3.49,  100.32,  0.007356,    5.02,   10.78,    9.35,   10.59,    3.62,    2.71,              7.36,              2.70,              3.40
47.39291,-124.31319,1989,10,20,   22.08,   99.11,  0.007554,    3.36,   10.71,    9.58,   10.57,    7.79,    5.82,              7.88,              1.26,              3.39
47.39291,-124.31319,1989,10,21,   29.07,   98.59,  0.007692,    1.46,   11.11,    9.82,   11.29,    9.84,    7.23,              7.73,              1.71,              3.39
47.39291,-124.31319,1989,10,22,   37.20,   98.91,  0.008106,    1.25,   11.28,   10.66,   11.63,   11.02,    8.01,              7.51,              1.14,              3.28
47.39291,-124.31319,1989,10,23,   14.71,   98.82,  0.007921,    1.67,   11.01,   10.28,   11.33,    9.09,    6.52,              7.76,              1.14,              3.24
47.39291,-124.31319,1989,10,24,    4.12,  100.04,  0.007043,    4.00,   10.08,    8.71,   10.15,    4.84,    3.48,              7.67,              2.61,              3.31
47.39291,-124.31319,1989,10,25,   19.24,   99.93,  0.007260,    3.28,   10.04,    9.09,    9.88,    8.15,    6.22,              7.64,              1.42,              3.17
47.39291,-124.31319,1989,10,26,   10.31,   99.84,  0.006532,    1.66,   10.17,    7.57,   10.05,    4.46,    3.25,              7.59,              2.53,              3.21
47.39291,-124.31319,1989,10,27,    2.30,  100.94,  0.005881,    2.93,    8.94,    6.21,    8.35,    4.45,    3.46,              7.50,              2.82,              3.20
47.39291,-124.31319,1989,10,28,    0.03,  101.96,  0.005204,    4.98,    7.67,    4.55,    7.78,    1.94,    1.62,              6.78,              2.86,              3.15
47.39291,-124.31319,1989,10,29,    0.24,  101.71,  0.005180,    5.78,    7.52,    4.43,    7.54,    3.05,    2.38,              6.86,              2.54,              3.04
47.39291,-124.31319,1989,10,30,    0.53,  101.37,  0.005875,    4.44,    7.80,    6.09,    7.51,    3.09,    2.41,              7.98,              1.38,              2.90
47.39291,-124.31319,1989,10,31,    0.02,  101.57,  0.005326,    6.52,    8.12,    4.77,    7.47,    4.20,    3.03,              7.33,              2.65,              2.97
47.39291,-124.31319,1989,11,01,    0.06,  101.53,  0.005189,    7.49,    8.28,    4.28,    8.53,    3.83,    2.86,              6.39,              2.94,              2.98
47.39291,-124.31319,1989,11,02,    4.66,  101.41,  0.005843,    4.42,    8.29,    5.99,    8.46,    2.31,    1.80,              7.26,              1.59,              2.74
47.39291,-124.31319,1989,11,03,   27.14,  100.66,  0.008199,    2.72,   10.95,   11.06,   11.37,    7.04,    4.77,              8.20,              0.93,              2.69
47.39291,-124.31319,1989,11,04,    3.20,  100.41,  0.006976,    2.15,    9.97,    8.62,   10.17,    6.72,    4.78,              7.78,              1.42,              2.71
47.39291,-124.31319,1989,11,05,    9.57,  100.55,  0.006983,    2.07,    9.74,    8.68,    9.85,    5.23,    3.63,              7.92,              1.50,              2.59
47.39291,-124.31319,1989,11,06,   20.85,   99.96,  0.007004,    1.39,    9.94,    8.61,   10.13,    9.18,    6.73,              7.81,              1.22,              2.60
47.39291,-124.31319,1989,11,07,   13.13,  100.64,  0.006493,    2.10,    9.47,    7.61,    9.57,    5.88,    4.21,              7.90,              1.46,              2.59
47.39291,-124.31319,1989,11,08,   34.18,  100.21,  0.008093,    2.27,   10.78,   10.80,   11.23,    9.13,    6.57,              7.90,              0.82,              2.44
47.39291,-124.31319,1989,11,09,   37.10,  100.35,  0.008518,    0.90,   11.50,   11.63,   11.99,    9.66,    6.94,              8.30,              0.70,              2.39
47.39291,-124.31319,1989,11,10,   12.89,  100.55,  0.007721,    2.59,   10.51,   10.13,   10.71,    3.46,    2.27,              8.31,              0.84,              2.38
47.39291,-124.31319,1989,11,11,   18.72,  100.17,  0.006520,    2.39,    9.13,    7.54,    8.56,    3.84,    3.11,              7.88,              0.88,              2.35
47.39291,-124.31319,1989,11,12,    4.88,  100.19,  0.004589,    3.90,    7.66,    2.51,    6.59,    4.67,    3.51,              7.18,              2.02,              2.49
47.39291,-124.31319,1989,11,13,   16.96,  100.28,  0.006011,    3.33,    8.83,    6.42,    8.41,    8.82,    6.70,              7.68,              1.35,              2.30
47.39291,-124.31319,1989,11,14,    0.24,  101.58,  0.004784,    2.98,    8.24,    3.34,    7.93,    4.62,    3.56,              7.19,              1.89,              2.29
47.39291,-124.31319,1989,11,15,    4.25,  101.47,  0.005245,    2.33,    7.84,    4.62,    6.87,    3.98,    3.02,              7.54,              1.02,              2.22
47.39291,-124.31319,1989,11,16,   12.89,  101.01,  0.006372,    1.92,    8.31,    7.31,    7.95,    3.89,    3.01,              7.89,              0.77,              2.21
47.39291,-124.31319,1989,11,17,    0.14,  100.90,  0.006331,    4.50,    8.48,    7.21,    8.22,    3.71,    2.69,              7.99,              1.25,              2.14
47.39291,-124.31319,1989,11,18,    2.68,  100.66,  0.006648,    3.24,    8.92,    7.93,    8.72,    3.04,    2.45,              8.02,              0.95,              2.14
47.39291,-124.31319,1989,11,19,    6.28,  100.69,  0.007411,    1.08,    9.77,    9.57,    9.87,    4.38,    3.02,              8.11,              0.64,              2.06
47.39291,-124.31319,1989,11,20,    6.58,  100.30,  0.006970,    2.44,    9.47,    8.58,    9.35,    5.55,    4.14,              8.19,              0.55,              2.04
47.39291,-124.31319,1989,11,21,    0.29,  101.13,  0.005059,    4.18,    7.19,    4.00,    7.07,    3.24,    2.54,              6.95,              1.58,              2.02
47.39291,-124.31319,1989,11,22,    1.21,  100.41,  0.005339,    5.20,    7.51,    4.50,    6.92,    5.75,    4.55,              6.64,              1.76,              2.02
47.39291,-124.31319,1989,11,23,   29.32,   99.30,  0.006588,    3.11,    8.94,    7.61,    8.85,    7.89,    5.91,              7.85,              1.09,              1.94
47.39291,-124.31319,1989,11,24,   11.35,   99.09,  0.005891,    1.39,    8.13,    6.00,    7.82,    6.72,    4.98,              7.52,              0.93,              2.00
47.39291,-124.31319,1989,11,25,   15.50,   98.89,  0.005544,    2.78,    7.39,    5.06,    6.06,    4.53,    3.43,              7.57,              1.03,              1.99
47.39291,-124.31319,1989,11,26,    3.73,  100.02,  0.005162,    3.16,    7.01,    4.18,    6.46,    6.12,    4.60,              7.51,              1.50,              1.80
47.39291,-124.31319,1989,11,27,    1.51,  101.22,  0.006349,    2.13,    8.16,    7.33,    7.97,    5.92,    4.56,              8.02,              0.99,              1.90
47.39291,-124.31319,1989,11,28,    0.10,  100.99,  0.005497,    4.48,    7.42,    5.20,    6.80,    6.01,    4.76,              7.58,              1.30,              1.88
47.39291,-124.31319,1989,11,29,    0.02,  101.06,  0.005044,    3.72,    7.47,    3.96,    6.99,    5.53,    4.28,              7.76,              1.28,              1.81
47.39291,-124.31319,1989,11,30,    0.06,  101.16,  0.004703,    5.48,    6.95,    2.93,    6.45,    5.99,    4.67,              7.46,              1.32,              1.78
47.39291,-124.31319,1989,12,01,    6.92,  101.13,  0.005161,    3.28,    7.88,    4.31,    7.50,    8.59,    6.79,              7.95,              0.80,              1.76
47.39291,-124.31319,1989,12,02,   34.25,  100.65,  0.006415,    4.26,    8.65,    7.33,    8.58,    9.74,    7.46,              8.23,              0.77,              1.76
47.39291,-124.31319,1989,12,03,   68.16,  100.13,  0.008317,    2.06,   10.75,   11.22,   11.65,   11.26,    7.69,              7.87,              0.52,              1.71
47.39291,-124.31319,1989,12,04,   45.33,   99.82,  0.007966,    2.69,   10.21,   10.52,   10.79,    5.33,    3.16,              7.78,              0.51,              1.71
47.39291,-124.31319,1989,12,05,    2.41,  100.72,  0.007130,    1.62,    8.95,    9.00,    9.31,    4.98,    3.20,              7.20,              0.69,              1.74
47.39291,-124.31319,1989,12,06,    4.84,  101.10,  0.006896,    1.94,    8.85,    8.57,    9.07,    3.35,    2.24,              7.63,              0.86,              1.74
47.39291,-124.31319,1989,12,07,   20.92,  100.10,  0.006770,    2.35,    9.06,    8.12,    8.97,    7.82,    5.93,              7.81,              0.53,              1.65
47.39291,-124.31319,1989,12,08,    4.65,  100.37,  0.005651,    2.41,    8.05,    5.55,    8.03,    7.40,    5.54,              7.59,              0.96,              1.72
47.39291,-124.31319,1989,12,09,    1.95,  101.29,  0.005329,    1.60,    7.56,    4.86,    7.17,    6.28,    4.65,              7.28,              1.38,              1.56
47.39291,-124.31319,1989,12,10,    0.09,  101.99,  0.004672,    3.60,    5.35,    2.96,    5.52,    2.08,    1.70,              6.73,              1.36,              1.54
47.39291,-124.31319,1989,12,11,    0.22,  102.08,  0.004032,    2.60,    4.78,    0.97,    4.38,    2.89,    2.28,              7.23,              1.25,              1.65
47.39291,-124.31319,1989,12,12,    0.05,  101.76,  0.004509,    3.52,    5.35,    2.39,    5.27,    2.46,    1.97,              7.58,              0.93,              1.62
47.39291,-124.31319,1989,12,13,    0.02,  101.58,  0.004783,    4.13,    5.52,    3.30,    5.16,    2.07,    1.68,              7.72,              1.04,              1.65
47.39291,-124.31319,1989,12,14,    0.07,  101.49,  0.004915,    2.23,    5.31,    3.64,    5.12,    2.21,    1.84,              7.95,              0.75,              1.52
47.39291,-124.31319,1989,12,15,    0.02,  101.31,  0.004926,    3.31,    5.61,    3.66,    5.76,    1.84,    1.44,              7.98,              0.81,              1.64
47.39291,-124.31319,1989,12,16,    0.01,  100.77,  0.004366,    2.90,    4.91,    1.89,    4.97,    1.50,    1.22,              7.09,              0.84,              1.60
47.39291,-124.31319,1989,12,17,    0.11,  100.26,  0.004481,    2.53,    4.38,    2.20,    4.39,    1.51,    1.27,              7.93,              0.53,              1.64
47.39291,-124.31319,1989,12,18,    1.14,  100.48,  0.004474,    3.30,    4.91,    2.16,    4.06,    3.22,    2.57,              7.76,              0.51,              1.64
47.39291,-124.31319,1989,12,19,    1.47,  100.71,  0.005891,    2.24,    7.00,    6.17,    7.05,    4.65,    3.21,              8.00,              0.71,              1.62
47.39291,-124.31319,1989,12,20,    1.14,  101.00,  0.005559,    2.07,    6.70,    5.39,    6.17,    4.47,    3.61,              7.84,              0.57,              1.58
47.39291,-124.31319,1989,12,21,    1.73,  101.32,  0.005660,    2.53,    6.87,    5.72,    6.49,    5.19,    4.13,              7.89,              0.65,              1.56
47.39291,-124.31319,1989,12,22,    4.38,  101.18,  0.005306,    3.30,    6.65,    4.69,    6.40,    6.21,    4.75,              7.82,              0.75,              1.60
47.39291,-124.31319,1989,12,23,    1.07,  101.78,  0.006681,    2.13,    7.82,    8.21,    8.41,    4.54,    2.75,              7.75,              0.83,              1.41
47.39291,-124.31319,1989,12,24,    0.20,  101.92,  0.006090,    3.55,    6.82,    6.84,    7.71,    2.50,    1.72,              7.76,              1.00,              1.54
47.39291,-124.31319,1989,12,25,    0.05,  101.61,  0.005483,    2.68,    6.08,    5.26,    6.55,    2.68,    2.12,              7.62,              0.80,              1.41
47.39291,-124.31319,1989,12,26,    0.25,  100.70,  0.005471,    4.98,    6.33,    5.04,    6.76,    3.64,    2.62,              7.28,              1.26,              1.62
47.39291,-124.31319,1989,12,27,    2.68,  100.40,  0.005539,    3.15,    6.36,    5.18,    5.92,    3.97,    2.96,              7.18,              0.74,              1.62
47.39291,-124.31319,1989,12,28,    1.25,  101.38,  0.005173,    2.70,    6.16,    4.40,    5.19,    2.26,    1.80,              7.13,              0.93,              1.68
47.39291,-124.31319,1989,12,29,    1.35,  101.51,  0.005600,    2.39,    6.58,    5.56,    6.23,    2.50,    1.85,              7.55,              0.67,              1.61
47.39291,-124.31319,1989,12,30,    2.16,  100.91,  0.005661,    3.04,    6.90,    5.65,    6.41,    4.25,    3.34,              7.82,              1.02,              1.41
47.39291,-124.31319,1989,12,31,   16.14,   99.97,  0.006072,    3.47,    7.30,    6.51,    7.39,    7.59,    5.59,              7.54,              0.97,              1.21
47.39291,-124.31319,1990,01,01,    4.10,   99.99,  0.004884,    1.78,    6.26,    3.42,    5.55,    7.60,    5.85,              7.52,              1.06,              1.50
47.39291,-124.31319,1990,01,02,    7.01,  100.78,  0.005029,    1.53,    6.39,    3.96,    6.20,    5.65,    4.27,              7.38,              1.02,              1.71
47.39291,-124.31319,1990,01,03,   18.08,  100.76,  0.006162,    2.85,    7.43,    6.82,    7.46,    6.62,    4.83,              7.51,              0.86,              1.69
47.39291,-124.31319,1990,01,04,   28.23,  100.60,  0.006420,    2.82,    7.93,    7.33,    8.26,    5.82,    4.10,              7.29,              0.95,              1.75
47.39291,-124.31319,1990,01,05,   27.85,  100.25,  0.007296,    1.96,    9.23,    9.29,    9.83,   10.11,    7.09,              7.92,              0.44,              1.69
47.39291,-124.31319,1990,01,06,   37.58,   99.43,  0.006891,    3.29,    8.68,    8.28,    9.15,    9.76,    6.96,              7.61,              0.68,              1.71
47.39291,-124.31319,1990,01,07,   18.67,   98.81,  0.006881,    3.67,    8.85,    8.19,    9.12,    8.65,    6.16,              7.58,              0.80,              1.76
47.39291,-124.31319,1990,01,08,   51.43,   99.38,  0.006169,    6.99,    7.97,    6.59,    7.61,    9.02,    6.77,              7.38,              0.80,              1.79
47.39291,-124.31319,1990,01,09,   22.34,   99.54,  0.006220,    4.20,    8.14,    6.65,    8.25,    7.22,    5.13,              7.37,              0.60,              1.77
47.39291,-124.31319,1990,01,10,    0.75,  101.34,  0.004414,    3.41,    6.22,    2.19,    5.45,    4.88,    3.68,              7.18,              0.98,              1.87
47.39291,-124.31319,1990,01,11,    2.52,  100.30,  0.004687,    3.36,    6.45,    2.80,    5.41,    8.99,    7.18,              7.33,              0.40,              1.79
47.39291,-124.31319,1990,01,12,    9.35,   99.18,  0.005865,    2.61,    7.90,    5.89,    7.65,    6.39,    4.80,              7.68,              0.90,              1.76
47.39291,-124.31319,1990,01,13,    5.64,   99.15,  0.006374,    2.19,    8.04,    7.12,    7.91,    4.56,    3.33,              7.91,              0.59,              1.83
47.39291,-124.31319,1990,01,14,    1.27,  100.40,  0.006052,    2.08,    7.59,    6.54,    7.76,    3.67,    2.85,              7.90,              0.80,              1.91
47.39291,-124.31319,1990,01,15,    5.41,  100.29,  0.005859,    1.66,    6.97,    6.06,    6.86,    4.34,    3.40,              7.56,              0.78,              1.90
47.39291,-124.31319,1990,01,16,    0.19,  100.46,  0.005347,    4.57,    6.72,    4.72,    6.63,    3.94,    2.97,              7.39,              1.75,              1.92
47.39291,-124.31319,1990,01,17,    0.09,  101.17,  0.004272,    5.05,    4.82,    1.57,    4.55,    3.13,    2.47,              6.57,              1.53,              1.92
47.39291,-124.31319,1990,01,18,    0.08,  100.67,  0.004214,    5.20,    5.16,    1.37,    4.07,    5.40,    4.19,              6.65,              1.99,              2.12
47.39291,-124.31319,1990,01,19,    0.19,  100.49,  0.004474,    5.75,    5.82,    2.15,    5.48,    5.34,    4.09,              7.01,              1.82,              1.89
47.39291,-124.31319,1990,01,20,    0.98,  101.29,  0.004626,    3.76,    5.77,    2.75,    5.51,    2.69,    2.22,              7.63,              1.19,              1.98
47.39291,-124.31319,1990,01,21,   15.56,  100.71,  0.005429,    3.59,    6.25,    4.92,    5.98,    5.50,    4.22,              7.71,              0.80,              2.10
47.39291,-124.31319,1990,01,22,   20.90,  100.29,  0.005600,    2.94,    7.14,    5.40,    7.14,   10.52,    7.92,              7.39,              0.85,              2.11
47.39291,-124.31319,1990,01,23,    6.71,  101.23,  0.004385,    1.80,    6.23,    2.12,    5.93,    8.77,    6.54,              7.33,              1.38,              2.20
47.39291,-124.31319,1990,01,24,    8.58,  101.18,  0.005217,    2.15,    6.45,    4.52,    6.13,    6.78,    5.21,              7.35,              0.84,              2.23
47.39291,-124.31319,1990,01,25,   27.04,   99.82,  0.005070,    3.24,    6.16,    3.86,    5.62,    8.50,    6.45,              7.18,              0.81,              2.27
47.39291,-124.31319,1990,01,26,   11.22,  100.49,  0.004338,    1.92,    5.11,    1.82,    3.88,    6.35,    4.86,              7.24,              1.48,              2.32
47.39291,-124.31319,1990,01,27,   33.57,  100.28,  0.005363,    2.30,    6.65,    4.78,    6.66,   10.98,    8.24,              7.56,              1.26,              2.24
47.39291,-124.31319,1990,01,28,   32.40,   99.12,  0.005557,    2.78,    6.94,    5.06,    6.90,   13.29,   10.10,              7.63,              1.07,              2.35
47.39291,-124.31319,1990,01,29,   24.33,   98.84,  0.004844,    2.43,    5.99,    3.13,    5.28,    9.51,    7.29,              7.18,              0.66,              2.39
47.39291,-124.31319,1990,01,30,   10.76,   98.11,  0.004455,    3.01,    5.43,    1.70,    4.33,    7.56,    5.87,              7.46,              1.50,              2.41
47.39291,-124.31319,1990,01,31,   22.14,   98.44,  0.004673,    1.71,    5.19,    2.50,    4.19,    8.52,    6.55,              7.01,              0.90,              2.48
47.39291,-124.31319,1990,02,01,   13.30,   99.04,  0.005104,    3.11,    5.88,    3.90,    5.40,    6.96,    5.28,              7.33,              1.85,              2.54
47.39291,-124.31319,1990,02,02,   21.01,   99.84,  0.005945,    1.96,    7.08,    6.22,    7.34,   11.90,    8.78,              7.46,              0.90,              2.54
47.39291,-124.31319,1990,02,03,   25.53,   99.42,  0.004879,    3.42,    5.89,    3.28,    5.00,    5.64,    4.24,              7.01,              1.69,              2.69
47.39291,-124.31319,1990,02,04,   28.26,  100.21,  0.004969,    1.89,    5.87,    3.67,    5.20,    9.74,    7.34,              6.99,              1.04,              2.67
47.39291,-124.31319,1990,02,05,   22.09,   99.40,  0.004906,    2.92,    5.94,    3.36,    5.12,    9.36,    7.25,              7.39,              1.45,              2.68
47.39291,-124.31319,1990,02,06,   15.44,   99.82,  0.004004,    1.74,    4.38,    0.59,    2.94,    6.10,    4.69,              7.03,              1.41,              2.83
47.39291,-124.31319,1990,02,07,   18.95,   99.52,  0.004710,    3.55,    4.88,    2.76,    4.14,    8.87,    6.85,              7.02,              1.00,              2.80
47.39291,-124.31319,1990,02,08,   21.28,   99.67,  0.005372,    2.58,    5.40,    4.60,    5.23,    4.18,    2.96,              7.42,              1.79,              2.68
47.39291,-124.31319,1990,02,09,   56.84,  100.06,  0.006160,    2.46,    6.78,    6.69,    7.08,    9.16,    6.63,              7.68,              0.85,              2.82
47.39291,-124.31319,1990,02,10,   32.93,  100.58,  0.006638,    0.62,    7.92,    7.95,    8.40,   10.12,    7.32,              7.61,              0.85,              2.89
47.39291,-124.31319,1990,02,11,   13.54,  100.60,  0.004412,    5.51,    5.40,    1.87,    4.11,    9.38,    7.35,              7.47,              2.12,              3.06
47.39291,-124.31319,1990,02,12,    4.46,  100.21,  0.003375,    2.60,    3.53,   -1.71,    1.53,    6.97,    5.49,              7.06,              1.73,              3.14
47.39291,-124.31319,1990,02,13,    0.30,  101.14,  0.002352,    4.05,    2.18,   -6.22,    0.55,    5.80,    4.51,              6.11,              3.21,              3.31
47.39291,-124.31319,1990,02,14,   12.07,  100.89,  0.003225,    4.69,    2.81,   -2.76,    1.79,    4.13,    3.24,              6.42,              1.40,              3.16
47.39291,-124.31319,1990,02,15,   10.26,   98.79,  0.004306,    2.81,    4.07,    1.45,    3.10,    5.65,    4.35,              7.32,              2.19,              3.29
47.39291,-124.31319,1990,02,16,    4.38,   98.53,  0.003676,    2.50,    3.20,   -0.73,    1.59,    2.25,    1.77,              7.17,              2.33,              3.24
47.39291,-124.31319,1990,02,17,    0.30,  100.07,  0.003277,    5.15,    2.65,   -2.17,    1.35,    3.99,    3.09,              6.37,              3.18,              3.49
47.39291,-124.31319,1990,02,18,    0.41,  101.25,  0.003315,    5.95,    2.62,   -1.91,    1.45,    4.05,    3.20,              6.23,              3.15,              3.50
47.39291,-124.31319,1990,02,19,   13.89,  100.89,  0.003924,    4.72,    3.79,    0.22,    2.72,    8.38,    6.62,              6.59,              2.14,              3.47
47.39291,-124.31319,1990,02,20,   18.87,  100.49,  0.005489,    1.84,    5.47,    5.07,    5.69,    7.14,    5.08,              7.69,              1.42,              3.47
47.39291,-124.31319,1990,02,21,    0.31,  101.57,  0.005423,    4.12,    5.81,    5.04,    6.21,    2.78,    1.94,              7.74,              2.54,              3.57
47.39291,-124.31319,1990,02,22,    0.39,  101.33,  0.005205,    7.34,    6.20,    4.35,    6.64,    4.39,    3.01,              6.57,              3.38,              3.65
47.39291,-124.31319,1990,02,23,    2.87,  101.17,  0.005600,    4.57,    6.32,    5.42,    6.48,    5.13,    3.64,              7.39,              1.67,              3.61
47.39291,-124.31319,1990,02,24,    0.63,  101.59,  0.006265,    3.85,    7.19,    7.22,    7.78,    3.14,    1.90,              7.97,              2.05,              3.71
47.39291,-124.31319,1990,02,25,    0.10,  101.42,  0.005341,    6.26,    6.62,    4.82,    7.01,    4.10,    2.88,              7.29,              2.56,              3.86
47.39291,-124.31319,1990,02,26,    0.00,  101.38,  0.004631,    9.39,    6.52,    2.71,    6.55,    4.57,    3.00,              6.50,              3.64,              4.05
47.39291,-124.31319,1990,02,27,    0.00,  101.33,  0.004742,    7.82,    6.99,    3.06,    7.19,    6.28,    4.33,              6.10,              4.06,              4.10
47.39291,-124.31319,1990,02,28,    0.00,  101.04,  0.004741,    8.28,    6.89,    2.96,    7.23,    5.92,    3.99,              6.05,              4.08,              4.12
47.39291,-124.31319,1990,03,01,    0.00,  100.71,  0.004942,    8.42,    6.88,    3.53,    7.19,    4.94,    3.33,              6.18,              4.15,              4.20
47.39291,-124.31319,1990,03,02,    0.94,  100.14,  0.005416,    7.96,    7.52,    4.76,    7.94,    5.75,    3.85,              6.67,              2.95,              4.03
47.39291,-124.31319,1990,03,03,    9.63,   99.88,  0.006489,    1.95,    7.80,    7.50,    8.11,    6.02,    4.13,              7.78,              1.71,              4.05
47.39291,-124.31319,1990,03,04,    3.20,   99.98,  0.006279,    3.39,    8.19,    7.05,    8.34,    3.65,    2.53,              7.83,              3.28,              4.23
47.39291,-124.31319,1990,03,05,    8.59,  100.65,  0.005790,    2.04,    7.43,    5.97,    7.44,    4.72,    3.61,              7.32,              2.16,              4.23
47.39291,-124.31319,1990,03,06,   28.90,  100.66,  0.005544,    2.70,    7.16,    5.33,    6.43,    3.71,    2.84,              7.23,              1.80,              4.29
47.39291,-124.31319,1990,03,07,   16.66,   99.91,  0.004691,    1.96,    5.79,    2.82,    4.41,    4.70,    3.70,              7.12,              2.38,              4.40
47.39291,-124.31319,1990,03,08,   15.69,   99.97,  0.004570,    2.28,    5.67,    2.43,    4.66,    7.01,    5.47,              7.27,              2.92,              4.54
47.39291,-124.31319,1990,03,09,   41.98,   98.93,  0.005841,    2.13,    6.59,    5.76,    6.47,   10.76,    8.19,              7.30,              1.15,              4.42
47.39291,-124.31319,1990,03,10,    4.55,   99.20,  0.004565,    2.40,    5.68,    2.39,    4.63,    5.35,    4.12,              7.32,              3.18,              4.61
47.39291,-124.31319,1990,03,11,    4.34,   99.97,  0.004418,    2.94,    5.24,    2.00,    4.11,    3.58,    2.77,              7.29,              3.66,              4.71
47.39291,-124.31319,1990,03,12,    2.85,  100.90,  0.004164,    5.17,    5.28,    1.27,    5.38,    2.74,    2.27,              6.15,              4.59,              4.87
47.39291,-124.31319,1990,03,13,   21.94,  100.34,  0.004895,    3.89,    5.41,    3.39,    4.75,    9.69,    7.50,              7.18,              1.28,              4.69
47.39291,-124.31319,1990,03,14,    2.85,  100.69,  0.005702,    2.79,    6.94,    5.73,    7.36,    4.54,    3.14,              7.71,              2.95,              4.86
47.39291,-124.31319,1990,03,15,    0.39,  101.13,  0.005373,    4.11,    6.88,    4.91,    6.80,    5.68,    4.04,              7.74,              2.60,              4.84
47.39291,-124.31319,1990,03,16,    1.12,  100.44,  0.005904,    5.54,    8.41,    6.12,    8.99,    6.19,    4.04,              7.91,              3.11,              4.97
